,name,new_price,old_price,saved_price,sku,url,more_info
234,2PC Cambric Embellished Shirt With Trouser IPS-23-77,0,"5,124",0,W-AP-23-363090 -P,https://www.gulahmedshop.com/2pc-cambric-embellished-shirt-with-trouser-ips-23-77,"Cambric, Cambric, No"
235,Jacquard Dyed Shirt WGK-JQW-DY-1728,0,"5,945",0,W-AP-23-349586 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1728,"Jacquard, No"
236,Jacquard Dyed Shirt WGK-JQW-DY-1729,3803,5432,1629,W-AP-23-349598 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1729,"Jacquard, No, 21% to 30%"
237,Jacquard Dyed Shirt WGK-JQW-DY-1730,3228,4610,1382,W-AP-23-349604 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1730,"Jacquard, No, 21% to 30%"
238,Jacquard Dyed Shirt WGK-JQW-DY-1731,3587,5124,1537,W-AP-23-349610 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1731,"Jacquard, No, 21% to 30%"
239,Jacquard Dyed Shirt WGK-JQW-DY-1732,4162,5945,1783,W-AP-23-349592 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1732,"Jacquard, No, 21% to 30%"
240,Jacquard Dyed Shirt WGK-JQW-DY-1730,3228,4610,1382,W-AP-23-349604 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1730,"Jacquard, No, 21% to 30%"
241,Jacquard Dyed Shirt WGK-JQW-DY-1731,3587,5124,1537,W-AP-23-349610 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1731,"Jacquard, No, 21% to 30%"
242,Jacquard Dyed Shirt WGK-JQW-DY-1732,4162,5945,1783,W-AP-23-349592 -P,https://www.gulahmedshop.com/jacquard-dyed-shirt-wgk-jqw-dy-1732,"Jacquard, No, 21% to 30%"
243,Khaddar Embroidered Shirt And Trouser WGK-KDW-DE-1597,0,"5,432",0,W-AP-23-351453 -P,https://www.gulahmedshop.com/khaddar-embroidered-shirt-and-trouser-wgk-kdw-de-1597,"Khaddar, Khaddar, No"
244,Lawn Printed Shirt WGK-LWS-DP-2280,0,"3,990",0,W-AP-23-367095 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2280,"Lawn, No"
245,Lawn Printed Trouser WGK-TRS-DP-394,0,"1,990",0,W-AP-23-367101 -P,https://www.gulahmedshop.com/lawn-printed-trouser-wgk-trs-dp-394,"Lawn, No"
246,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2752,0,"7,990",0,W-AP-23-370330 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2752,"Silk, Silk, No"
247,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2758,6462,9231,2769,W-AP-23-363807 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2758,"Silk, Silk, No, 21% to 30%"
248,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2762,0,"6,990",0,W-AP-23-370342 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2762,"Silk, Silk, No"
249,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2766,0,"7,896",0,W-AP-23-363825 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2766,"Silk, Silk, No"
250,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2770,0,"7,990",0,W-AP-23-370336 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2770,"Silk, Silk, No"
251,Dobby Screen Printed Shirt GLS-23-229,0,"4,097",0,W-AP-23-360543 -P,https://www.gulahmedshop.com/dobby-screen-printed-shirt-gls-23-229,"Dobby, No"
252,Cambric Dyed Trouser WGK-TRS-DY-409,0,"1,530",0,W-AP-23-364101 -P,https://www.gulahmedshop.com/cambric-dyed-trouser-wgk-trs-dy-409,"Cambric, No"
253,Cambric Dyed Trouser WGK-TRS-DY-410,0,"1,530",0,W-AP-23-364107 -P,https://www.gulahmedshop.com/cambric-dyed-trouser-wgk-trs-dy-410,"Cambric, No"
254,Cambric Embroidered Trouser WGK-TRS-DE-356,0,"2,351",0,W-AP-23-360837 -P,https://www.gulahmedshop.com/cambric-embroidered-trouser-wgk-trs-de-356,"Cambric, No"
255,3PC Cambric Screen Printed Suit IPS-23-151,0,"7,990",0,W-AP-23-369680 -P,https://www.gulahmedshop.com/3pc-cambric-screen-printed-suit-ips-23-151,"Cambric, Cambric, Cambric, No"
256,3PC Cambric Screen Printed Suit IPS-23-156,0,"7,990",0,W-AP-23-369650 -P,https://www.gulahmedshop.com/3pc-cambric-screen-printed-suit-ips-23-156,"Cambric, Cambric, Cambric, No"
257,Jacquard Shirt GLS-23-63,0,"3,990",0,W-AP-23-367727 -P,https://www.gulahmedshop.com/jacquard-shirt-gls-23-63,"Jacquard, No"
258,2PC Cambric Embroidered Shirt With Trouser IPS-23-98,0,"5,490",0,W-AP-23-367841 -P,https://www.gulahmedshop.com/2pc-cambric-embroidered-shirt-with-trouser-ips-23-98,"Cambric, Cambric, No"
259,Dobby Screen Printed Shirt GLS-23-229 A,0,"4,508",0,W-AP-23-360537 -P,https://www.gulahmedshop.com/dobby-screen-printed-shirt-gls-23-229-a,"Dobby, No"
260,Khaddar Embroidered Shirt And Acrylic Shawl WGK-KDW-DE-2019,0,"6,869",0,W-AP-23-349580 -P,https://www.gulahmedshop.com/khaddar-embroidered-shirt-and-acrylic-shawl-wgk-kdw-de-2019,"Khaddar, Acrylic, No"
261,Lawn Printed Shirt And Lawn Printed Dupatta WGK-LWS-DP-2455,0,"5,490",0,W-AP-23-367209 -P,https://www.gulahmedshop.com/lawn-printed-shirt-and-lawn-printed-dupatta-wgk-lws-dp-2455,"Lawn, Lawn, No"
262,Lawn Printed Shirt WGK-LWS-DP-2292,0,"5,124",0,W-AP-23-364436 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2292,"Lawn, No"
263,Lawn Printed Shirt WGK-CMS-DP-2810,0,"2,762",0,W-AP-23-364442 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-cms-dp-2810,"Lawn, No"
264,Khaddar Embroidered Shirt And Trouser WGK-KDW-DE-1939,0,"5,842",0,W-AP-23-351465 -P,https://www.gulahmedshop.com/khaddar-embroidered-shirt-and-trouser-wgk-kdw-de-1939,"Khaddar, Khaddar, No"
265,Lawn Printed Shirt And Trouser WGK-LWS-DP-2309,0,"4,918",0,W-AP-23-364430 -P,https://www.gulahmedshop.com/lawn-printed-shirt-and-trouser-wgk-lws-dp-2309,"Lawn, Lawn, No"
266,Lawn Printed Shirt And Trouser WGK-LWS-DP-2311,0,"6,150",0,W-AP-23-363783 -P,https://www.gulahmedshop.com/lawn-printed-shirt-and-trouser-wgk-lws-dp-2311,"Lawn, Lawn, No"
267,Cambric Embroidered Trouser WGK-TRS-DE-379,0,"1,990",0,W-AP-23-367137 -P,https://www.gulahmedshop.com/cambric-embroidered-trouser-wgk-trs-de-379,"Cambric, No"
268,Yarn Dyed Embroidered Shirt WGK-YDS-DE-2749,2868,4097,1229,W-AP-23-364694 -P,https://www.gulahmedshop.com/yarn-dyed-embroidered-shirt-wgk-yds-de-2749,"Yarn Dyed, No, 21% to 30%"
269,Yarn Dyed Shirt WGK-YDS-DY-2807,0,"3,890",0,W-AP-23-367173 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2807,"Yarn Dyed, No"
270,Screen Printed Jacquard Shirt GLS-23-31,0,"4,918",0,W-AP-23-364762 -P,https://www.gulahmedshop.com/screen-printed-jacquard-shirt-gls-23-31,"Jacquard, No"
271,Dyed Cambric Embroidered Shirt GLS-23-198,0,"4,890",0,W-AP-23-367559 -P,https://www.gulahmedshop.com/dyed-cambric-embroidered-shirt-gls-23-198,"Cambric, No"
272,Dyed Jacquard Shirt GLS-23-50,0,"4,490",0,W-AP-23-369818 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-50,"Jacquard, No"
273,Dyed Cambric Embroidered Shirt GLS-23-213,4306,6150,1844,W-AP-23-364834 -P,https://www.gulahmedshop.com/dyed-cambric-embroidered-shirt-gls-23-213,"Cambric, No, 21% to 30%"
274,Dyed Cambric Screen Printed Shirt GLS-23-118,0,"4,290",0,W-AP-23-367649 -P,https://www.gulahmedshop.com/dyed-cambric-screen-printed-shirt-gls-23-118,"Cambric, No"
275,Digital Printed Cambric Shirt With Dupatta IPS-23-03,0,"5,690",0,W-AP-23-369776 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-with-dupatta-ips-23-03,"Cambric, Lawn, No"
276,Digital Printed Cambric Shirt With Dupatta IPS-23-01,3843,5490,1647,W-AP-23-369788 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-with-dupatta-ips-23-01,"Cambric, Lawn, No, 21% to 30%"
277,Cambric Dyed Trouser WGK-TRS-DY-367,0,"2,659",0,W-AP-23-364664 -P,https://www.gulahmedshop.com/cambric-dyed-trouser-wgk-trs-dy-367,"Cambric, No"
278,Cambric Dyed Trouser WGK-TRS-DY-368,0,"2,659",0,W-AP-23-364670 -P,https://www.gulahmedshop.com/cambric-dyed-trouser-wgk-trs-dy-368,"Cambric, No"
279,Cambric Dyed Trouser WGK-TRS-DY-369,0,"2,659",0,W-AP-23-364676 -P,https://www.gulahmedshop.com/cambric-dyed-trouser-wgk-trs-dy-369,"Cambric, No"
280,Cambric Dyed Trouser WGK-TRS-DY-340,0,"2,351",0,W-AP-23-354682 -P,https://www.gulahmedshop.com/cambric-dyed-trouser-wgk-trs-dy-340,"Cambric, No"
281,Cambric Embroidered Trouser WGK-TRS-DE-380,0,"1,990",0,W-AP-23-367143 -P,https://www.gulahmedshop.com/cambric-embroidered-trouser-wgk-trs-de-380,"Cambric, No"
282,Cambric Embroidered Trouser WGK-TRS-DE-381,0,"1,990",0,W-AP-23-367149 -P,https://www.gulahmedshop.com/cambric-embroidered-trouser-wgk-trs-de-381,"Cambric, No"
283,Yarn Dyed Trouser WGK-TRW-DY-506,0,"1,990",0,W-AP-23-371936 -P,https://www.gulahmedshop.com/yarn-dyed-trouser-wgk-trw-dy-506,"Yarn Dyed, No"
284,Cambric Embroidered Trouser WGK-TRS-DE-357,0,"2,351",0,W-AP-23-360843 -P,https://www.gulahmedshop.com/cambric-embroidered-trouser-wgk-trs-de-357,"Cambric, No"
285,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2760,0,"7,990",0,W-AP-23-371882 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2760,"Silk, Silk, No"
286,Lawn Printed Shirt WGK-LWS-DP-2820,0,"3,690",0,W-AP-23-367215 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2820,"Lawn, No"
287,Khaddar Dyed Embroidered Long Coat WGK-KDW-DE-1774,0,"6,690",0,W-AP-23-373076 -P,https://www.gulahmedshop.com/khaddar-dyed-embroidered-long-coat-wgk-kdw-de-1774,"Khaddar, No"
288,Suede Dyed Embroidered waistcoat WGK-SDW-DE-1798,3003,4290,1287,W-AP-23-373070 -P,https://www.gulahmedshop.com/suede-dyed-embroidered-waistcoat-wgk-sdw-de-1798,"Suede, No, 21% to 30%"
289,Khaddar Dyed Embroidered Long Coat WGK-KDW-DE-1931,3843,5490,1647,W-AP-23-373058 -P,https://www.gulahmedshop.com/khaddar-dyed-embroidered-long-coat-wgk-kdw-de-1931,"Khaddar, No, 21% to 30%"
290,Khaddar Dyed Embroidered Shirt And Trouser With Jacquard Dupatta WGK-KDW-DE-1979,0,"8,590",0,W-AP-23-373094 -P,https://www.gulahmedshop.com/khaddar-dyed-embroidered-shirt-and-trouser-with-jacquard-dupatta-wgk-kdw-de-1979,"Khaddar, Jacquard, Khaddar, No"
291,Yarn Dyed Shirt And Trouser WGK-JQS-DY-1547,0,"6,290",0,W-AP-23-373088 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-and-trouser-wgk-jqs-dy-1547,"Yarn Dyed, Yarn Dyed, No"
292,Dobby Block Printed Shirt And Trouser WGK-CMW-SP-1878,0,"7,090",0,W-AP-23-373082 -P,https://www.gulahmedshop.com/dobby-block-printed-shirt-and-trouser-wgk-cmw-sp-1878,"Dobby, Dobby, No"
293,2PC Digial Printed Cambric Embelished Shirt With Trouser IPS-23-120,0,"5,226",0,W-AP-23-363054 -P,https://www.gulahmedshop.com/2pc-digial-printed-cambric-embelished-shirt-with-trouser-ips-23-120,"Cambric, Cambric, No"
294,2PC Dyed Cambric Screen Printed Embelished Shirt With Dupatta IPS-23-82,0,"6,869",0,W-AP-23-363114 -P,https://www.gulahmedshop.com/2pc-dyed-cambric-screen-printed-embelished-shirt-with-dupatta-ips-23-82,"Cambric, Cambric, No"
295,Dobby Embroidered Shirt GLS-23-226,0,"3,789",0,W-AP-23-360519 -P,https://www.gulahmedshop.com/dobby-embroidered-shirt-gls-23-226,"Dobby, No"
296,Dyed Jacquard Shirt GLS-23-57,0,"4,290",0,W-AP-23-367721 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-57,"Jacquard, No"
297,Digital Printed Cambric Shirt GLS-23-108,2078,2967,889,W-AP-23-359903 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-gls-23-108,"Cambric, No, 21% to 30%"
298,Cambric Block Printed Shirt And Trouser WGK-CMS-SP-2825,0,"7,290",0,W-AP-23-368784 -P,https://www.gulahmedshop.com/cambric-block-printed-shirt-and-trouser-wgk-cms-sp-2825,"Cambric, Cambric, No"
299,Yarn Dyed Embroidered Shirt And Trouser WGK-YDS-DE-2666,0,"6,990",0,W-AP-23-371834 -P,https://www.gulahmedshop.com/yarn-dyed-embroidered-shirt-and-trouser-wgk-yds-de-2666,"Yarn Dyed, Yarn Dyed, No"
300,Cambric Embroidered Trouser WGK-TRS-DE-354,0,"2,351",0,W-AP-23-354802 -P,https://www.gulahmedshop.com/cambric-embroidered-trouser-wgk-trs-de-354,"Cambric, No"
301,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2754,0,"7,990",0,W-AP-23-370348 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2754,"Silk, Silk, No"
302,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2756,0,"7,896",0,W-AP-23-363855 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2756,"Silk, Silk, No"
303,Silk Embroidered Shirt WGK-SKS-DE-2759,0,"6,458",0,W-AP-23-363813 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-wgk-sks-de-2759,"Silk, No"
304,Silk Dyed Trouser WGK-TRS-DY-476,0,"2,762",0,W-AP-23-363819 -P,https://www.gulahmedshop.com/silk-dyed-trouser-wgk-trs-dy-476,"Silk, No"
305,Silk Embroidered Shirt And Trouser WGK-SKS-DE-2768,5803,8290,2487,W-AP-23-367375 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-and-trouser-wgk-sks-de-2768,"Silk, Silk, No, 21% to 30%"
306,Silk Embroidered Shirt WGK-SKS-DE-2769,0,"5,290",0,W-AP-23-367363 -P,https://www.gulahmedshop.com/silk-embroidered-shirt-wgk-sks-de-2769,"Silk, No"
307,Silk Dyed Trouser WGK-TRS-DY-481,0,"2,990",0,W-AP-23-367369 -P,https://www.gulahmedshop.com/silk-dyed-trouser-wgk-trs-dy-481,"Silk, No"
308,Dyed Cambric Screen Printed Shirt GLS-23-114,0,"5,490",0,W-AP-23-367625 -P,https://www.gulahmedshop.com/dyed-cambric-screen-printed-shirt-gls-23-114,"Cambric, No"
309,Dyed Cambric Embroidered Shirt GLS-23-200,0,"3,690",0,W-AP-23-367565 -P,https://www.gulahmedshop.com/dyed-cambric-embroidered-shirt-gls-23-200,"Cambric, No"
310,Dyed Jacquard Shirt GLS-23-48,0,"4,990",0,W-AP-23-369824 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-48,"Jacquard, No"
311,Dyed Jacquard Shirt GLS-23-51,0,"4,690",0,W-AP-23-369812 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-51,"Jacquard, No"
312,Dyed Jacquard Shirt GLS-23-60,0,"4,490",0,W-AP-23-369806 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-60,"Jacquard, No"
313,Dyed Jacquard Shirt GLS-23-74,0,"4,690",0,W-AP-23-369800 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-74,"Jacquard, No"
314,2PC Digital Printed Cambric Shirt With Dupatta IPS-23-04,0,"5,490",0,W-AP-23-369770 -P,https://www.gulahmedshop.com/2pc-digital-printed-cambric-shirt-with-dupatta-ips-23-04,"Cambric, Cambric, No"
315,2PC Digital Printed Cambric shirt With Trouser IPS-23-111,0,"5,290",0,W-AP-23-369752 -P,https://www.gulahmedshop.com/2pc-digital-printed-cambric-shirt-with-trouser-ips-23-111,"Cambric, Cambric, No"
316,Digital Printed Cambric Shirt GLS-23-06,0,"3,070",0,W-AP-23-355399 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-gls-23-06,"Cambric, No"
317,Digital Printed Cambric Shirt GLS-23-12,0,"3,789",0,W-AP-23-355429 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-gls-23-12,"Cambric, No"
318,Digital Printed Cambric Shirt GLS-23-123,2093,2990,897,W-AP-23-371175 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-gls-23-123,"Cambric, No, 21% to 30%"
319,Dyed Cambric Embroidered Shirt GLS-23-203,4683,6690,2007,W-AP-23-367571 -P,https://www.gulahmedshop.com/dyed-cambric-embroidered-shirt-gls-23-203,"Cambric, No, 21% to 30%"
320,2PC Digital Printed Cambric Shirt With Trouser IPS-23-108,4306,6150,1844,W-AP-23-355615 -P,https://www.gulahmedshop.com/2pc-digital-printed-cambric-shirt-with-trouser-ips-23-108,"Cambric, Cambric, No, 21% to 30%"
321,2PC Digital Printed Cambric Shirt With Trouser IPS-23-117,3703,5290,1587,W-AP-23-369746 -P,https://www.gulahmedshop.com/2pc-digital-printed-cambric-shirt-with-trouser-ips-23-117,"Cambric, Cambric, No, 21% to 30%"
322,2PC Digital Printed Cambric Shirt With Trouser IPS-23-122,3843,5490,1647,W-AP-23-369734 -P,https://www.gulahmedshop.com/2pc-digital-printed-cambric-shirt-with-trouser-ips-23-122,"Cambric, Cambric, No, 21% to 30%"
323,2PC Digital Printed Cambric Shirt With Dupatta IPS-23-02,3843,5490,1647,W-AP-23-369782 -P,https://www.gulahmedshop.com/2pc-digital-printed-cambric-shirt-with-dupatta-ips-23-02,"Cambric, Cambric, No, 21% to 30%"
324,Digital Printed Cambric Shirt With Dupatta IPS-23-05,3703,5290,1587,W-AP-23-371169 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-with-dupatta-ips-23-05,"Cambric, Cambric, No, 21% to 30%"
325,Dyed Jacquard Shirt GLS-23-39,3143,4490,1347,W-AP-23-369848 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-39,"Jacquard, No, 21% to 30%"
326,Dyed Jacquard Shirt GLS-23-43,3283,4690,1407,W-AP-23-369842 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-43,"Jacquard, No, 21% to 30%"
327,Dyed Jacquard Shirt GLS-23-45,3073,4390,1317,W-AP-23-369836 -P,https://www.gulahmedshop.com/dyed-jacquard-shirt-gls-23-45,"Jacquard, No, 21% to 30%"
328,Digital Printed Cambric Shirt GLS-23-92,2150,3070,920,W-AP-23-359927 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-gls-23-92,"Cambric, No, 21% to 30%"
329,Dyed Chambray Shirt GLW-23-05,0,"3,690",0,W-AP-23-371665 -P,https://www.gulahmedshop.com/dyed-chambray-shirt-glw-23-05,"Chambray, No"
330,Dyed Chambray Shirt GLW-23-08,0,"3,290",0,W-AP-23-371647 -P,https://www.gulahmedshop.com/dyed-chambray-shirt-glw-23-08,"Chambray, No"
331,Dyed Georgette Embroidered Shirt GLW-23-11,0,"3,990",0,W-AP-23-371629 -P,https://www.gulahmedshop.com/dyed-georgette-embroidered-shirt-glw-23-11,"Georgette, No"
332,Dyed Georgette Shirt GLW-23-12,0,"3,990",0,W-AP-23-371623 -P,https://www.gulahmedshop.com/dyed-georgette-shirt-glw-23-12,"Georgette, No"
333,Dyed Georgette Shirt GLW-23-15,0,"3,690",0,W-AP-23-371605 -P,https://www.gulahmedshop.com/dyed-georgette-shirt-glw-23-15,"Georgette, No"
334,Dyed Georgette Shirt GLW-23-16,0,"3,690",0,W-AP-23-371599 -P,https://www.gulahmedshop.com/dyed-georgette-shirt-glw-23-16,"Georgette, No"
335,Yarn Dyed Embroidered Shirt And Trouser WGK-YDS-DE-2667,0,"6,990",0,W-AP-23-371840 -P,https://www.gulahmedshop.com/yarn-dyed-embroidered-shirt-and-trouser-wgk-yds-de-2667,"Yarn Dyed, Yarn Dyed, No"
336,Yarn Dyed Embroidered Shirt And Trouser WGK-YDS-DE-2668,0,"6,990",0,W-AP-23-371846 -P,https://www.gulahmedshop.com/yarn-dyed-embroidered-shirt-and-trouser-wgk-yds-de-2668,"Yarn Dyed, Yarn Dyed, No"
337,Yarn Dyed Embroidered Shirt And Trouser WGK-YDS-DE-2669,0,"6,990",0,W-AP-23-371852 -P,https://www.gulahmedshop.com/yarn-dyed-embroidered-shirt-and-trouser-wgk-yds-de-2669,"Yarn Dyed, Yarn Dyed, No"
338,Digital Printed Cambric Shirt With Dupatta IPS-23-07,0,"5,490",0,W-AP-23-369764 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-with-dupatta-ips-23-07,"Cambric, Cambric, No"
339,Dyed Chambray Shirt GLW-23-10,0,"3,490",0,W-AP-23-371635 -P,https://www.gulahmedshop.com/dyed-chambray-shirt-glw-23-10,"Chambray, No"
340,Dyed Cambric Embroidered Suit IPS-23-230,0,"13,990",0,W-AP-23-369704 -P,https://www.gulahmedshop.com/dyed-cambric-embroidered-suit-ips-23-230,"Cambric, Chiffon, Cambric, No"
341,Denim Dyed Embroidered Waistcoat WGK-DNW-DE-1693,0,"4,490",0,W-AP-23-374657 -P,https://www.gulahmedshop.com/denim-dyed-embroidered-waistcoat-wgk-dnw-de-1693,"Denim, No"
342,Digital Printed Cambric Shirt GLS-23-97,0,"3,173",0,W-AP-23-359957 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-gls-23-97,"Cambric, No"
343,Digital Printed Cambric shirt GLS-23-104,0,"3,070",0,W-AP-23-359879 -P,https://www.gulahmedshop.com/digital-printed-cambric-shirt-gls-23-104,"Cambric, No"
344,Dyed Cambric Screen Print Shirt GLS-23-212,0,"4,405",0,W-AP-23-364798 -P,https://www.gulahmedshop.com/dyed-cambric-screen-print-shirt-gls-23-212,"Cambric, No"
345,Cambric Dyed Embroidered Shirt And Trouser WGK-CMW-DE-3278,0,"6,690",0,W-AP-23-372348 -P,https://www.gulahmedshop.com/cambric-dyed-embroidered-shirt-and-trouser-wgk-cmw-de-3278,"Cambric, Cambric, No"
346,Dobby Seersucker Dyed Shirt And Trouser WGK-DBW-DY-2891,0,"6,290",0,W-AP-23-374220 -P,https://www.gulahmedshop.com/dobby-seersucker-dyed-shirt-and-trouser-wgk-dbw-dy-2891,"Dobby, Dobby, No"
347,Dobby Seersucker Dyed Shirt And Trouser WGK-DBW-DY-2892,0,"6,290",0,W-AP-23-374226 -P,https://www.gulahmedshop.com/dobby-seersucker-dyed-shirt-and-trouser-wgk-dbw-dy-2892,"Dobby, Dobby, No"
348,Dobby Seersucker Dyed Shirt And Trouser WGK-DBW-DY-2893,0,"6,290",0,W-AP-23-374232 -P,https://www.gulahmedshop.com/dobby-seersucker-dyed-shirt-and-trouser-wgk-dbw-dy-2893,"Dobby, Dobby, No"
349,Dobby Seersucker Dyed Shirt And Trouser WGK-DBW-DY-2894,0,"6,290",0,W-AP-23-374382 -P,https://www.gulahmedshop.com/dobby-seersucker-dyed-shirt-and-trouser-wgk-dbw-dy-2894,"Dobby, Dobby, No"
350,Dobby Seersucker Dyed Shirt And Trouser WGK-DBW-DY-2895,0,"6,290",0,W-AP-23-374376 -P,https://www.gulahmedshop.com/dobby-seersucker-dyed-shirt-and-trouser-wgk-dbw-dy-2895,"Dobby, Dobby, No"
351,Cambric Dyed Trouser WGK-TRS-DY-372,0,"1,941",0,W-AP-23-363735 -P,https://www.gulahmedshop.com/cambric-dyed-trouser-wgk-trs-dy-372,"Cambric, No"
352,Yarn Dyed Trouser WGK-TRW-DY-507,0,"1,990",0,W-AP-23-371942 -P,https://www.gulahmedshop.com/yarn-dyed-trouser-wgk-trw-dy-507,"Yarn Dyed, No"
353,Yarn Dyed Trouser WGK-TRW-DY-508,0,"1,990",0,W-AP-23-371948 -P,https://www.gulahmedshop.com/yarn-dyed-trouser-wgk-trw-dy-508,"Yarn Dyed, No"
354,Dyed Cambric Embroidered Shirt GLS-23-25,0,"4,290",0,W-AP-23-369866 -P,https://www.gulahmedshop.com/dyed-cambric-embroidered-shirt-gls-23-25,"Cambric, No"
355,Dyed Cotton Stripes Embroidered Print Shirt GLS-23-233,0,"4,490",0,W-AP-23-367691 -P,https://www.gulahmedshop.com/dyed-cotton-stripes-embroidered-print-shirt-gls-23-233,"Cotton, No"
356,Dyed Georgette Embroidered Shirt GLW-23-17,0,"3,690",0,W-AP-23-371593 -P,https://www.gulahmedshop.com/dyed-georgette-embroidered-shirt-glw-23-17,"Georgette, No"
357,Dyed Chambray Embroidered shirt GLW-23-07,2303,3290,987,W-AP-23-371653 -P,https://www.gulahmedshop.com/dyed-chambray-embroidered-shirt-glw-23-07,"Cotton Chambray, No, 21% to 30%"
358,2PC Digital Printed Cambric Shirt With Trouser IPS-23-121,0,"4,690",0,W-AP-23-369740 -P,https://www.gulahmedshop.com/2pc-digital-printed-cambric-shirt-with-trouser-ips-23-121,"Cambric, Cambric, No"
359,Dyed Cambric Screen Printed Embelished Shirt GLS-23-202,0,"3,990",0,W-AP-23-367589 -P,https://www.gulahmedshop.com/dyed-cambric-screen-printed-embelished-shirt-gls-23-202,"Cambric, No"
360,Dyed Jacquard Embelished Shirt GLS-23-49,0,"4,990",0,W-AP-23-369860 -P,https://www.gulahmedshop.com/dyed-jacquard-embelished-shirt-gls-23-49,"Jacquard, No"
361,Dyed Cambric Embroidered Suit IPS-23-229,0,"11,990",0,W-AP-23-369710 -P,https://www.gulahmedshop.com/dyed-cambric-embroidered-suit-ips-23-229,"Cambric, Chiffon, Cambric, No"
362,Dyed Cambric Screen Printed Suit IPS-23-153,0,"8,490",0,W-AP-23-369668 -P,https://www.gulahmedshop.com/dyed-cambric-screen-printed-suit-ips-23-153,"Cambric, Cambric, Cambric, No"
363,Dyed Cambric Screen Printed Suit IPS-23-152,0,"8,490",0,W-AP-23-369674 -P,https://www.gulahmedshop.com/dyed-cambric-screen-printed-suit-ips-23-152,"Cambric, Cambric, Cambric, No"
364,2PC Dyed Cambric Embroidered Shirt With Trouser IPS-23-89,0,"5,890",0,W-AP-23-367829 -P,https://www.gulahmedshop.com/2pc-dyed-cambric-embroidered-shirt-with-trouser-ips-23-89,"Cambric, Cambric, No"
365,2PC Dyed Cambric Embroidered Shirt With Trouser IPS-23-99,0,"6,490",0,W-AP-23-367847 -P,https://www.gulahmedshop.com/2pc-dyed-cambric-embroidered-shirt-with-trouser-ips-23-99,"Cambric, Cambric, No"
