,name,new_price,old_price,saved_price,sku,url,more_info
0,Needle Craft Embroidered Shirt WGK-KDW-DE-1934,1990,3994,2004,W-AP-23-346967 -P,https://www.gulahmedshop.com/needle-craft-embroidered-shirt-wgk-kdw-de-1934,"Khaddar, No, 41% to 50%"
1,Chic Attire Embroidered Shirt And Trouser WGK-IRS-DY-1686,4462,8923,4461,W-AP-23-349556 -P,https://www.gulahmedshop.com/chic-attire-embroidered-shirt-and-trouser-wgk-irs-dy-1686,"Khaddar, Khaddar, No, 41% to 50%"
2,The Loom Dyed Shirt And Trouser WGK-JQS-DY-2176,3435,6869,3434,W-AP-23-348635 -P,https://www.gulahmedshop.com/the-loom-dyed-shirt-and-trouser-wgk-jqs-dy-2176,"Jacquard, Jacquard, No, 41% to 50%"
3,The Loom Dyed Shirt And Trouser WGK-JQS-DY-2177,3846,7691,3845,W-AP-23-348641 -P,https://www.gulahmedshop.com/the-loom-dyed-shirt-and-trouser-wgk-jqs-dy-2177,"Jacquard, Jacquard, No, 41% to 50%"
4,Foil Printed Shirt WGK-YDS-FP-2312,2490,4610,2120,W-AP-23-349532 -P,https://www.gulahmedshop.com/foil-printed-shirt-wgk-yds-fp-2312,"Yarn Dyed, No, 41% to 50%"
5,Foil Printed Shirt WGK-YDS-FP-2313,2490,4816,2326,W-AP-23-349538 -P,https://www.gulahmedshop.com/foil-printed-shirt-wgk-yds-fp-2313,"Yarn Dyed, No, 41% to 50%"
6,Foil Printed Shirt WGK-YDS-FP-2315,2490,4816,2326,W-AP-23-349544 -P,https://www.gulahmedshop.com/foil-printed-shirt-wgk-yds-fp-2315,"Yarn Dyed, No, 41% to 50%"
7,Printed Melody Printed Shirt And Trouser WGK-LWS-DP-2165,3589,7177,3588,W-AP-23-348671 -P,https://www.gulahmedshop.com/printed-melody-printed-shirt-and-trouser-wgk-lws-dp-2165,"Lawn, Lawn, No, 41% to 50%"
8,Needle Craft Embroidered Shirt WGK-CMS-DE-1294,2490,4816,2326,W-AP-23-351459 -P,https://www.gulahmedshop.com/needle-craft-embroidered-shirt-wgk-cms-de-1294,"Dobby, No, 41% to 50%"
9,Studio Collection Dyed Shirt And Trouser WGK-CGS-DY-2209,5129,10258,5129,W-AP-23-351326 -P,https://www.gulahmedshop.com/studio-collection-dyed-shirt-and-trouser-wgk-cgs-dy-2209,"Crepe, Crepe, No, 41% to 50%"
10,Day To Day Dyed Shirt WGK-PCS-DY-2288,1990,3583,1593,W-AP-23-349442 -P,https://www.gulahmedshop.com/day-to-day-dyed-shirt-wgk-pcs-dy-2288,"Cotton, No, 41% to 50%"
11,The Loom Dyed Shirt WGK-DBS-DY-2290,1990,3378,1388,W-AP-23-349472 -P,https://www.gulahmedshop.com/the-loom-dyed-shirt-wgk-dbs-dy-2290,"Dobby, No, 41% to 50%"
12,Tehwaar Raw Silk Block Print Shirt And Trouser WGK-RSS-SP-2221,8210,16418,8208,W-AP-23-357988 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-block-print-shirt-and-trouser-wgk-rss-sp-2221,"Raw Silk, Raw Silk, No, 41% to 50%"
13,Tehwaar Raw Silk Block Print Shirt And Trouser WGK-RSS-SP-2222,8210,16418,8208,W-AP-23-357994 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-block-print-shirt-and-trouser-wgk-rss-sp-2222,"Raw Silk, Raw Silk, No, 41% to 50%"
14,Tehwaar Raw Silk Block Print Shirt And Trouser WGK-RSS-SP-2223,8210,16418,8208,W-AP-23-358006 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-block-print-shirt-and-trouser-wgk-rss-sp-2223,"Raw Silk, Raw Silk, No, 41% to 50%"
15,Tehwaar Raw Silk Dyed Embellished Shirt And Trouser WGK-RSW-DY-2024,5129,10258,5129,W-AP-23-350488 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-dyed-embellished-shirt-and-trouser-wgk-rsw-dy-2024,"Raw Silk, Raw Silk, No, 41% to 50%"
16,Tehwaar Raw Silk Dyed Embellished Shirt And Trouser WGK-RSW-DY-2023,4616,9231,4615,W-AP-23-350464 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-dyed-embellished-shirt-and-trouser-wgk-rsw-dy-2023,"Raw Silk, Raw Silk, No, 41% to 50%"
17,Tehwaar Raw Silk Dyed Embroidered Shirt And Trouser WGK-RSW-DE-2021,4103,8204,4101,W-AP-23-350476 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-dyed-embroidered-shirt-and-trouser-wgk-rsw-de-2021,"Raw Silk, Raw Silk, No, 41% to 50%"
18,Har Roz Yarn Dyed Embroidered Shirt And Trouser with Printed Dupatta WGK-YDS-PE-2240,5129,10258,5129,W-AP-23-358060 -P,https://www.gulahmedshop.com/har-roz-yarn-dyed-embroidered-shirt-and-trouser-with-printed-dupatta-wgk-yds-pe-2240,"Yarn Dyed, Chiffon, Cambric, No, 41% to 50%"
19,Har Roz Yarn Dyed Embroidered Shirt And Trouser with Printed Dupatta WGK-YDS-PE-2239,5129,10258,5129,W-AP-23-358054 -P,https://www.gulahmedshop.com/har-roz-yarn-dyed-embroidered-shirt-and-trouser-with-printed-dupatta-wgk-yds-pe-2239,"Yarn Dyed, Chiffon, Cambric, No, 41% to 50%"
20,Har Roz Yarn Dyed Embroidered Shirt And Trouser with Printed Dupatta WGK-YDS-PE-2238,5129,10258,5129,W-AP-23-358048 -P,https://www.gulahmedshop.com/har-roz-yarn-dyed-embroidered-shirt-and-trouser-with-printed-dupatta-wgk-yds-pe-2238,"Yarn Dyed, Chiffon, Cambric, No, 41% to 50%"
21,Har Roz Yarn Dyed Embroidered Shirt And Trouser with Printed Dupatta WGK-YDS-PE-2237,5129,10258,5129,W-AP-23-358036 -P,https://www.gulahmedshop.com/har-roz-yarn-dyed-embroidered-shirt-and-trouser-with-printed-dupatta-wgk-yds-pe-2237,"Yarn Dyed, Chiffon, Cambric, No, 41% to 50%"
22,Har Roz Yarn Dyed Embroidered Shirt And Trouser with Printed Dupatta WGK-YDS-PE-2236,5129,10258,5129,W-AP-23-358030 -P,https://www.gulahmedshop.com/har-roz-yarn-dyed-embroidered-shirt-and-trouser-with-printed-dupatta-wgk-yds-pe-2236,"Yarn Dyed, Chiffon, Cambric, No, 41% to 50%"
23,Needle Craft Raw Silk Embroidered Shirt And Trouser With Dupatta WGK-RSW-PE-1796,5899,11798,5899,W-AP-23-354712 -P,https://www.gulahmedshop.com/needle-craft-raw-silk-embroidered-shirt-and-trouser-with-dupatta-wgk-rsw-pe-1796,"Raw Silk, Organza, Raw Silk, No, 41% to 50%"
24,Lawn Block Print Shirt And Trouser WGK-CMS-SP-2195,3486,6972,3486,W-AP-23-354706 -P,https://www.gulahmedshop.com/lawn-block-print-shirt-and-trouser-wgk-cms-sp-2195,"Lawn, Cambric, No, 41% to 50%"
25,Lawn Block Print Shirt And Trouser WGK-CMS-SP-2197,4103,8204,4101,W-AP-23-354724 -P,https://www.gulahmedshop.com/lawn-block-print-shirt-and-trouser-wgk-cms-sp-2197,"Lawn, Cambric, No, 41% to 50%"
26,Rozana Lawn Block Printed Shirt And Trouser With Chiffon Dupatta WGK-CMS-SP-2172,5283,10566,5283,W-AP-23-356932 -P,https://www.gulahmedshop.com/rozana-lawn-block-printed-shirt-and-trouser-with-chiffon-dupatta-wgk-cms-sp-2172,"Lawn, Chiffon, Cambric, No, 41% to 50%"
27,Rozana Lawn Block Printed Shirt And Trouser With Chiffon Dupatta WGK-CMS-SP-2170,5129,10258,5129,W-AP-23-356920 -P,https://www.gulahmedshop.com/rozana-lawn-block-printed-shirt-and-trouser-with-chiffon-dupatta-wgk-cms-sp-2170,"Lawn, Chiffon, Cambric, No, 41% to 50%"
28,Rozana Lawn Block Printed Shirt And Trouser With Chiffon Dupatta WGK-CMS-SP-2166,5129,10258,5129,W-AP-23-356896 -P,https://www.gulahmedshop.com/rozana-lawn-block-printed-shirt-and-trouser-with-chiffon-dupatta-wgk-cms-sp-2166,"Lawn, Chiffon, Cambric, No, 41% to 50%"
29,Rozana Lawn Block Printed Shirt And Trouser With Chiffon Dupatta WGK-CMS-SP-2167,5283,10566,5283,W-AP-23-356902 -P,https://www.gulahmedshop.com/rozana-lawn-block-printed-shirt-and-trouser-with-chiffon-dupatta-wgk-cms-sp-2167,"Lawn, Chiffon, Cambric, No, 41% to 50%"
30,Rozana Lawn Block Printed Shirt And Trouser With Chiffon Dupatta WGK-CMS-SP-2171,5283,10566,5283,W-AP-23-356926 -P,https://www.gulahmedshop.com/rozana-lawn-block-printed-shirt-and-trouser-with-chiffon-dupatta-wgk-cms-sp-2171,"Lawn, Chiffon, Cambric, No, 41% to 50%"
31,Rozana Lawn Block Printed Shirt And Trouser With Chiffon Dupatta WGK-CMS-SP-2168,5129,10258,5129,W-AP-23-356908 -P,https://www.gulahmedshop.com/rozana-lawn-block-printed-shirt-and-trouser-with-chiffon-dupatta-wgk-cms-sp-2168,"Lawn, Chiffon, Cambric, No, 41% to 50%"
32,Needle Craft Raw Silk Printed Embroidered Shirt WGK-RSS-PE-2086,4103,8204,4101,W-AP-23-362411 -P,https://www.gulahmedshop.com/needle-craft-raw-silk-printed-embroidered-shirt-wgk-rss-pe-2086,"Raw Silk, No, 41% to 50%"
33,Needle Craft Raw Silk Printed Embroidered Shirt WGK-RSS-PE-2090,4616,9231,4615,W-AP-23-362417 -P,https://www.gulahmedshop.com/needle-craft-raw-silk-printed-embroidered-shirt-wgk-rss-pe-2090,"Raw Silk, No, 41% to 50%"
34,Needle Craft Raw Silk Printed Embroidered Shirt WGK-RSS-PE-2091,4103,8204,4101,W-AP-23-362423 -P,https://www.gulahmedshop.com/needle-craft-raw-silk-printed-embroidered-shirt-wgk-rss-pe-2091,"Raw Silk, No, 41% to 50%"
35,Needle Craft Raw Silk Printed Embroidered Shirt WGK-RSS-PE-2089,4103,8204,4101,W-AP-23-362429 -P,https://www.gulahmedshop.com/needle-craft-raw-silk-printed-embroidered-shirt-wgk-rss-pe-2089,"Raw Silk, No, 41% to 50%"
36,Needle Craft Raw Silk Printed Embroidered Shirt WGK-RSS-PE-2087,4616,9231,4615,W-AP-23-362435 -P,https://www.gulahmedshop.com/needle-craft-raw-silk-printed-embroidered-shirt-wgk-rss-pe-2087,"Raw Silk, No, 41% to 50%"
37,Needle Craft Raw Silk Printed Embroidered Shirt WGK-RSS-PE-2088,4616,9231,4615,W-AP-23-362441 -P,https://www.gulahmedshop.com/needle-craft-raw-silk-printed-embroidered-shirt-wgk-rss-pe-2088,"Raw Silk, No, 41% to 50%"
38,Tehwaar Raw Silk Block Printed Shirt And Trouser WGK-RSS-SP-2224,9750,19499,9749,W-AP-23-362453 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-block-printed-shirt-and-trouser-wgk-rss-sp-2224,"Raw Silk, Raw Silk, No, 41% to 50%"
39,Tehwaar Raw Silk Block Printed Shirt And Trouser with Inner WGK-RSS-SP-2225,9236,18472,9236,W-AP-23-362459 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-block-printed-shirt-and-trouser-with-inner-wgk-rss-sp-2225,"Raw Silk, Raw Silk, No, 41% to 50%"
40,Lawn Block Print Shirt And Trouser With Chiffon Dupatta WGK-CMS-SP-2173,5283,10566,5283,W-AP-23-356938 -P,https://www.gulahmedshop.com/lawn-block-print-shirt-and-trouser-with-chiffon-dupatta-wgk-cms-sp-2173,"Cambric, Chiffon, Cambric, No, 41% to 50%"
41,Cambric Dyed Embroidered Shirt And Trouser With Dupatta WGK-CMS-DE-2230,7183,14365,7182,W-AP-23-362525 -P,https://www.gulahmedshop.com/cambric-dyed-embroidered-shirt-and-trouser-with-dupatta-wgk-cms-de-2230,"Cambric, Khaddi Net, Cambric, No, 41% to 50%"
42,Cambric Dyed Embroidered Shirt And Trouser With Dupatta WGK-CMS-DE-2232,10263,20525,10262,W-AP-23-362537 -P,https://www.gulahmedshop.com/cambric-dyed-embroidered-shirt-and-trouser-with-dupatta-wgk-cms-de-2232,"Cambric, Khaddi Net, Cambric, No, 41% to 50%"
43,Cambric Dyed Embroidered Shirt And Trouser With Dupatta WGK-CMS-DE-2233,9236,18472,9236,W-AP-23-362543 -P,https://www.gulahmedshop.com/cambric-dyed-embroidered-shirt-and-trouser-with-dupatta-wgk-cms-de-2233,"Cambric, Khaddi Net, Cambric, No, 41% to 50%"
44,Cambric Dyed Embroidered Shirt And Trouser With Dupatta WGK-CMS-DE-2234,8210,16418,8208,W-AP-23-362549 -P,https://www.gulahmedshop.com/cambric-dyed-embroidered-shirt-and-trouser-with-dupatta-wgk-cms-de-2234,"Cambric, Khaddi Net, Cambric, No, 41% to 50%"
45,Cambric Dyed Embroidered Shirt And Trouser WGK-CMS-DE-2801,4359,8717,4358,W-AP-23-363230 -P,https://www.gulahmedshop.com/cambric-dyed-embroidered-shirt-and-trouser-wgk-cms-de-2801,"Cambric, Cambric, No, 41% to 50%"
46,Dobby Dyed Shirt And Trouser With Embroidered Dupatta WGK-DBS-DE-2187,7696,15392,7696,W-AP-23-362489 -P,https://www.gulahmedshop.com/dobby-dyed-shirt-and-trouser-with-embroidered-dupatta-wgk-dbs-de-2187,"Dobby, Khaddi Net, Cambric, No, 41% to 50%"
47,Dobby Dyed Shirt And Trouser With Embroidered Dupatta WGK-DBS-DE-2189,7183,14365,7182,W-AP-23-362501 -P,https://www.gulahmedshop.com/dobby-dyed-shirt-and-trouser-with-embroidered-dupatta-wgk-dbs-de-2189,"Dobby, Khaddi Net, Cambric, No, 41% to 50%"
48,Dobby Dyed Shirt And Trouser With Embroidered Dupatta WGK-DBS-DE-2190,7183,14365,7182,W-AP-23-362507 -P,https://www.gulahmedshop.com/dobby-dyed-shirt-and-trouser-with-embroidered-dupatta-wgk-dbs-de-2190,"Dobby, Khaddi Net, Cambric, No, 41% to 50%"
49,Dobby Dyed Shirt And Trouser With Embroidered Dupatta WGK-DBS-DE-2191,7696,15392,7696,W-AP-23-362513 -P,https://www.gulahmedshop.com/dobby-dyed-shirt-and-trouser-with-embroidered-dupatta-wgk-dbs-de-2191,"Dobby, Khaddi Net, Cambric, No, 41% to 50%"
50,Dobby Dyed Shirt And Trouser With Embroidered Dupatta WGK-DBS-DE-2192,7696,15392,7696,W-AP-23-362519 -P,https://www.gulahmedshop.com/dobby-dyed-shirt-and-trouser-with-embroidered-dupatta-wgk-dbs-de-2192,"Dobby, Khaddi Net, Cambric, No, 41% to 50%"
51,Cotton Neps Dyed Shirt And Trouser WGK-NYS-DY-2487,2819,5637,2818,W-AP-23-360825 -P,https://www.gulahmedshop.com/cotton-neps-dyed-shirt-and-trouser-wgk-nys-dy-2487,"Cotton, Cotton, No, 41% to 50%"
52,Cotton Neps Dyed Shirt And Trouser WGK-NYS-DY-2488,3076,6150,3074,W-AP-23-359530 -P,https://www.gulahmedshop.com/cotton-neps-dyed-shirt-and-trouser-wgk-nys-dy-2488,"Cotton, Cotton, No, 41% to 50%"
53,Cotton Neps Dyed Shirt And Trouser WGK-NYS-DY-2490,2819,5637,2818,W-AP-23-360831 -P,https://www.gulahmedshop.com/cotton-neps-dyed-shirt-and-trouser-wgk-nys-dy-2490,"Cotton, Cotton, No, 41% to 50%"
54,Yarn Dyed Shirt And Trouser WGK-YDS-DY-2501,3589,7177,3588,W-AP-23-359554 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-and-trouser-wgk-yds-dy-2501,"Yarn Dyed, Yarn Dyed, No, 41% to 50%"
55,Yarn Dyed Shirt And Trouser WGK-YDS-DY-2504,3589,7177,3588,W-AP-23-359572 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-and-trouser-wgk-yds-dy-2504,"Yarn Dyed, Yarn Dyed, No, 41% to 50%"
56,Cotton Neps Dyed Shirt And Trouser WGK-NYS-DY-2492,2562,5124,2562,W-AP-23-363711 -P,https://www.gulahmedshop.com/cotton-neps-dyed-shirt-and-trouser-wgk-nys-dy-2492,"Cotton, Cotton, No, 41% to 50%"
57,The Loom Yarn Dyed Shirt And Trouser WGK-YDS-DY-2503,3076,6150,3074,W-AP-23-359566 -P,https://www.gulahmedshop.com/the-loom-yarn-dyed-shirt-and-trouser-wgk-yds-dy-2503,"Yarn Dyed, Yarn Dyed, No, 41% to 50%"
58,Printed Melody Lawn Printed Shirt WGK-LWS-DP-2298,1991,3583,1592,W-AP-23-361526 -P,https://www.gulahmedshop.com/printed-melody-lawn-printed-shirt-wgk-lws-dp-2298,"Lawn, No, 41% to 50%"
59,Print Kari Raw Silk Dyed Embroidered Shirt And Trouser WGK-RSW-SP-1797,4616,9231,4615,W-AP-23-365104 -P,https://www.gulahmedshop.com/print-kari-raw-silk-dyed-embroidered-shirt-and-trouser-wgk-rsw-sp-1797,"Raw Silk, Raw Silk, No, 41% to 50%"
60,Needle Craft Poly Net Dyed Embroidered Shirt And Dupatta WGK-PNW-DE-1976,6669,13338,6669,W-AP-23-365098 -P,https://www.gulahmedshop.com/needle-craft-poly-net-dyed-embroidered-shirt-and-dupatta-wgk-pnw-de-1976,"Poly Net, Poly Net, No, 41% to 50%"
61,The Loom Yarn Dyed Printed Shirt WGK-YDS-DY-2580,1991,3583,1592,W-AP-23-361706 -P,https://www.gulahmedshop.com/the-loom-yarn-dyed-printed-shirt-wgk-yds-dy-2580,"Yarn Dyed, No, 41% to 50%"
62,Tehwaar Raw Silk Block Printed Shirt And Trouser With Block Printed Dupatta WGK-RSW-SP-1987,17964,35927,17963,W-AP-23-365074 -P,https://www.gulahmedshop.com/tehwaar-raw-silk-block-printed-shirt-and-trouser-with-block-printed-dupatta-wgk-rsw-sp-1987,"Raw Silk, Cotton Net, Raw Silk, No, 41% to 50%"
63,Tehwaar Zari Net Block Printed Shirt And Trouser With Block Printed Dupatta WGK-ZNW-SP-2002,17964,35927,17963,W-AP-23-365086 -P,https://www.gulahmedshop.com/tehwaar-zari-net-block-printed-shirt-and-trouser-with-block-printed-dupatta-wgk-znw-sp-2002,"Zari Net, Zari Net, Raw Silk, No, 41% to 50%"
64,Tehwaar Dobby Dyed Embroidered Shirt And Trouser With Embroidered Dupatta WGK-DBS-DE-2186,7183,14365,7182,W-AP-23-362483 -P,https://www.gulahmedshop.com/tehwaar-dobby-dyed-embroidered-shirt-and-trouser-with-embroidered-dupatta-wgk-dbs-de-2186,"Dobby, Khaddi Net, Cambric, No, 41% to 50%"
65,Ethnic Vibes Papper Cotton Block Printed Shirt And Dupatta WGK-PCW-SP-2018,5129,10258,5129,W-AP-23-362471 -P,https://www.gulahmedshop.com/ethnic-vibes-papper-cotton-block-printed-shirt-and-dupatta-wgk-pcw-sp-2018,"Paper Cotton, Organza, No, 41% to 50%"
66,Printed Melody Printed Raw Silk Shirt And Khaddi Net Dupatta WGK-CHS-DP-2532,5129,10258,5129,W-AP-23-359644 -P,https://www.gulahmedshop.com/printed-melody-printed-raw-silk-shirt-and-khaddi-net-dupatta-wgk-chs-dp-2532,"Raw Silk, Khaddi Net, No, 41% to 50%"
67,The Loom Yarn Dyed Embroidered Shirt WGK-YDS-DE-2376,2490,4508,2018,W-AP-23-351471 -P,https://www.gulahmedshop.com/the-loom-yarn-dyed-embroidered-shirt-wgk-yds-de-2376,"Yarn Dyed, No, 41% to 50%"
68,The Loom Cotton Embroidered Shirt WGK-PCS-DE-2377,1990,3789,1799,W-AP-23-356591 -P,https://www.gulahmedshop.com/the-loom-cotton-embroidered-shirt-wgk-pcs-de-2377,"Cotton, No, 41% to 50%"
69,The Loom Jacquard Dyed Shirt And Trouser WGK-JQS-DY-2699,3589,7177,3588,W-AP-23-361874 -P,https://www.gulahmedshop.com/the-loom-jacquard-dyed-shirt-and-trouser-wgk-jqs-dy-2699,"Jacquard, Jacquard, No, 41% to 50%"
70,The Loom Jacquard Dyed Shirt And Trouser WGK-JQS-DY-2700,3846,7691,3845,W-AP-23-361880 -P,https://www.gulahmedshop.com/the-loom-jacquard-dyed-shirt-and-trouser-wgk-jqs-dy-2700,"Jacquard, Jacquard, No, 41% to 50%"
71,Tehwaar Lurax Dobby Dyed Embroidered Shirt And Trouser With Dupatta WGK-DBS-DE-2156,6156,12311,6155,W-AP-23-365068 -P,https://www.gulahmedshop.com/tehwaar-lurax-dobby-dyed-embroidered-shirt-and-trouser-with-dupatta-wgk-dbs-de-2156,"Dobby, Poly Net, Cambric, No, 41% to 50%"
72,Zartaar Raw Silk Embroidered Shirt And Trouser WGK-RSS-DE-2082,4616,9231,4615,W-AP-23-364077 -P,https://www.gulahmedshop.com/zartaar-raw-silk-embroidered-shirt-and-trouser-wgk-rss-de-2082,"Raw Silk, Raw Silk, No, 41% to 50%"
73,Printed Melody Viscose Printed Shirt And Trouser WGK-VCS-DP-2673,3435,6869,3434,W-AP-23-362669 -P,https://www.gulahmedshop.com/printed-melody-viscose-printed-shirt-and-trouser-wgk-vcs-dp-2673,"Viscose, Viscose, No, 41% to 50%"
74,The Loom Dobby Dyed Shirt WGK-DBS-DE-2786,1990,3990,2000,W-AP-23-367053 -P,https://www.gulahmedshop.com/the-loom-dobby-dyed-shirt-wgk-dbs-de-2786,"Dobby, No, 41% to 50%"
75,The Loom Dobby Embroidered Shirt WGK-DBS-DE-2789,1990,3990,2000,W-AP-23-367071 -P,https://www.gulahmedshop.com/the-loom-dobby-embroidered-shirt-wgk-dbs-de-2789,"Dobby, No, 41% to 50%"
76,The Loom Dobby Block Printed Shirt WGK-DBS-SP-2791,1990,3990,2000,W-AP-23-367083 -P,https://www.gulahmedshop.com/the-loom-dobby-block-printed-shirt-wgk-dbs-sp-2791,"Dobby, No, 41% to 50%"
77,Yarn Dyed Shirt WGK-YDS-DY-2577,2491,4918,2427,W-AP-23-364041 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2577,"Yarn Dyed, No, 41% to 50%"
78,Lawn Printed Shirt WGK-LWS-DP-2308,1990,3378,1388,W-AP-23-363519 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2308,"Lawn, No, 41% to 50%"
79,Yarn Dyed Shirt WGK-YDS-DY-2609,1990,3378,1388,W-AP-23-361580 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2609,"Yarn Dyed, No, 41% to 50%"
80,Lawn Printed Shirt WGK-LWS-DP-2277,1990,3378,1388,W-AP-23-365008 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2277,"Lawn, No, 41% to 50%"
81,Cotton Embroidered Shirt WGK-PCS-DE-2380,2490,4508,2018,W-AP-23-351483 -P,https://www.gulahmedshop.com/cotton-embroidered-shirt-wgk-pcs-de-2380,"Cotton, No, 41% to 50%"
82,Yarn Dyed Shirt WGK-YDS-DY-2470,1990,3892,1902,W-AP-23-363693 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2470,"Yarn Dyed, No, 41% to 50%"
83,Yarn Dyed Shirt WGK-YDS-DE-2382,1990,3583,1593,W-AP-23-356735 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-de-2382,"Yarn Dyed, No, 41% to 50%"
84,Yarn Dyed Shirt WGK-YDS-DY-2622,1990,3378,1388,W-AP-23-361628 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2622,"Yarn Dyed, No, 41% to 50%"
85,Yarn Dyed Shirt WGK-YDS-DY-2624,1991,3583,1592,W-AP-23-361652 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2624,"Yarn Dyed, No, 41% to 50%"
86,Yarn Dyed Shirt WGK-YDS-DY-2625,1991,3583,1592,W-AP-23-361664 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2625,"Yarn Dyed, No, 41% to 50%"
87,Yarn Dyed Embroidered Shirt WGK-YDS-DE-2381,2490,4816,2326,W-AP-23-356729 -P,https://www.gulahmedshop.com/yarn-dyed-embroidered-shirt-wgk-yds-de-2381,"Yarn Dyed, No, 41% to 50%"
88,Lawn Printed Shirt WGK-LWS-DP-2493,1491,2967,1476,W-AP-23-356124 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2493,"Lawn, No, 41% to 50%"
89,Lawn Printed Shirt WGK-LWS-DP-2494,1490,2967,1477,W-AP-23-356130 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2494,"Lawn, No, 41% to 50%"
90,Lawn Printed Shirt WGK-LWS-DP-2495,1491,2967,1476,W-AP-23-356136 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2495,"Lawn, No, 41% to 50%"
91,Raw Silk Embroidered Shirt And Trouser WGK-RSS-DE-2084,4616,9231,4615,W-AP-23-364011 -P,https://www.gulahmedshop.com/raw-silk-embroidered-shirt-and-trouser-wgk-rss-de-2084,"Raw Silk, Raw Silk, No, 41% to 50%"
92,Yarn Dyed Shirt WGK-YDS-DY-2608,1991,3789,1798,W-AP-23-361574 -P,https://www.gulahmedshop.com/yarn-dyed-shirt-wgk-yds-dy-2608,"Yarn Dyed, No, 41% to 50%"
93,Lawn Printed Shirt WGK-LWS-DP-2279,1990,3378,1388,W-AP-23-365014 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2279,"Lawn, No, 41% to 50%"
94,Lawn Printed Shirt WGK-LWS-DP-2496,1490,2967,1477,W-AP-23-356142 -P,https://www.gulahmedshop.com/lawn-printed-shirt-wgk-lws-dp-2496,"Lawn, No, 41% to 50%"
95,Cambric Dyed Shirt WGK-CMS-DY-2688,1991,3994,2003,W-AP-23-361808 -P,https://www.gulahmedshop.com/cambric-dyed-shirt-wgk-cms-dy-2688,"Cambric, No, 41% to 50%"
96,Yarn Dyed Embroidered Shirt WGK-YDS-DE-2591,2490,4816,2326,W-AP-23-363561 -P,https://www.gulahmedshop.com/yarn-dyed-embroidered-shirt-wgk-yds-de-2591,"Yarn Dyed, No, 41% to 50%"
97,Jacquard Shirt And Trouser With Jacquard Dupatta WGK-JQS-DY-2511,5345,10690,5345,W-AP-23-360849 -P,https://www.gulahmedshop.com/jacquard-shirt-and-trouser-with-jacquard-dupatta-wgk-jqs-dy-2511,"Jacquard, Jacquard, Cambric, No, 41% to 50%"
98,Blue Basic Denim Button Down Shirt 224-217-016,2582,4302,1720,W-AP-22-339084 -P,https://www.gulahmedshop.com/blue-basic-denim-button-down-shirt-224-217-016,"No, 31% to 40%"
99,Pink Embroidered Sweatshirt 224-212-060,1658,2762,1104,W-AP-22-329835 -P,https://www.gulahmedshop.com/pink-embroidered-sweatshirt-224-212-060,"No, 31% to 40%"
100,Blush Sweatshirt 224-212-004,2151,3583,1432,W-AP-22-329880 -P,https://www.gulahmedshop.com/blush-sweatshirt-224-212-004,"No, 31% to 40%"
101,Cream Embroidered Sweatshirt 224-212-045,3075,5124,2049,W-AP-22-329803 -P,https://www.gulahmedshop.com/cream-embroidered-sweatshirt-224-212-045,"No, 31% to 40%"
102,Dyed Cambric Screen Print Kurti With Trouser IPS-23-18,3076,6150,3074,W-AP-23-354579 -P,https://www.gulahmedshop.com/dyed-cambric-screen-print-kurti-with-trouser-ips-23-18,"Cambric, Cambric, No, 41% to 50%"
103,Digital Print Cambric Kurti GLS-22-260,1991,3481,1490,W-AP-23-350680 -P,https://www.gulahmedshop.com/digital-print-cambric-kurti-gls-22-260,"Cambric, No, 41% to 50%"
104,Digital Print Cambric Kurti GLS-22-261,1991,3481,1490,W-AP-23-350686 -P,https://www.gulahmedshop.com/digital-print-cambric-kurti-gls-22-261,"Cambric, No, 41% to 50%"
105,Digital Print Cambric Kurti GLS-22-264,1991,3481,1490,W-AP-23-350704 -P,https://www.gulahmedshop.com/digital-print-cambric-kurti-gls-22-264,"Cambric, No, 41% to 50%"
